ID,DATE,ISO_3,PAYS,ID_PAYS,REGION,ID_REGION,CONTAMINES,DECES,GUERIS,CONTAMINES_FEMME,CONTAMINES_HOMME,CONTAMINES_GENRE_NON_SPECIFIE,SOURCE
6135,8/6/20,NGA,Nigéria,15,Imo,186,0,1,0,0,0,0,Nigeria Centre for Disease Control
6136,8/6/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6137,8/6/20,NGA,Nigéria,15,Kaduna,188,23,0,38,,,,Nigeria Centre for Disease Control 
6138,8/6/20,NGA,Nigéria,15,Kano,189,9,0,16,,,,Nigeria Centre for Disease Control 
6139,8/6/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6140,8/6/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6141,8/6/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6142,8/6/20,NGA,Nigéria,15,Kwara,193,15,0,0,,,,Nigeria Centre for Disease Control 
6143,8/6/20,NGA,Nigéria,15,Lagos,194,76,0,13,,,,Nigeria Centre for Disease Control 
6144,8/6/20,NGA,Nigéria,15,Nasarawa,195,17,0,0,,,,Nigeria Centre for Disease Control 
6145,8/6/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6146,8/6/20,NGA,Nigéria,15,Ogun,197,12,0,7,,,,Nigeria Centre for Disease Control 
6147,8/6/20,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
6148,8/6/20,NGA,Nigéria,15,Ondo,199,0,0,0,0,0,0,Nigeria Centre for Disease Control
6149,8/6/20,NGA,Nigéria,15,Oyo,200,18,1,0,,,,Nigeria Centre for Disease Control 
6150,8/6/20,NGA,Nigéria,15,Plateau,201,11,0,0,,,,Nigeria Centre for Disease Control 
6151,8/6/20,NGA,Nigéria,15,Rivers,202,17,0,64,,,,Nigeria Centre for Disease Control 
6152,8/6/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6153,8/6/20,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
6154,8/6/20,NGA,Nigéria,15,Yobe,205,0,0,3,0,0,0,Nigeria Centre for Disease Control
6155,8/6/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6156,8/6/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,246,108,0,Nigeria Centre for Disease Control
6157,8/7/20,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
6158,8/7/20,NGA,Nigéria,15,Adamawa,171,9,1,1,,,,Nigeria Centre for Disease Control 
6159,8/7/20,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
6160,8/7/20,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
6161,8/7/20,NGA,Nigéria,15,Bauchi,174,2,1,5,,,,Nigeria Centre for Disease Control 
6162,8/7/20,NGA,Nigéria,15,Bayelsa,175,4,0,13,,,,Nigeria Centre for Disease Control 
6163,8/7/20,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
6164,8/7/20,NGA,Nigéria,15,Borno,177,18,0,0,,,,Nigeria Centre for Disease Control 
6165,8/7/20,NGA,Nigéria,15,Cross River,178,0,0,9,0,0,0,Nigeria Centre for Disease Control
6166,8/7/20,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
6167,8/7/20,NGA,Nigéria,15,Ebonyi,180,0,0,0,0,0,0,Nigeria Centre for Disease Control
6168,8/7/20,NGA,Nigéria,15,Edo,181,27,3,12,,,,Nigeria Centre for Disease Control 
6169,8/7/20,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
6170,8/7/20,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
6171,8/7/20,NGA,Nigéria,15,Federal Capital Territory,184,60,0,6,,,,Nigeria Centre for Disease Control 
6172,8/7/20,NGA,Nigéria,15,Gombe,185,6,0,1,,,,Nigeria Centre for Disease Control 
6173,8/7/20,NGA,Nigéria,15,Imo,186,4,0,1,,,,Nigeria Centre for Disease Control 
6174,8/7/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6175,8/7/20,NGA,Nigéria,15,Kaduna,188,20,0,17,,,,Nigeria Centre for Disease Control 
6176,8/7/20,NGA,Nigéria,15,Kano,189,1,1,12,,,,Nigeria Centre for Disease Control 
6177,8/7/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6178,8/7/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6179,8/7/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6180,8/7/20,NGA,Nigéria,15,Kwara,193,11,0,1,,,,Nigeria Centre for Disease Control 
6181,8/7/20,NGA,Nigéria,15,Lagos,194,70,0,0,,,,Nigeria Centre for Disease Control 
6182,8/7/20,NGA,Nigéria,15,Nasarawa,195,7,0,0,,,,Nigeria Centre for Disease Control 
6183,8/7/20,NGA,Nigéria,15,Niger,196,0,0,32,0,0,0,Nigeria Centre for Disease Control
6184,8/7/20,NGA,Nigéria,15,Ogun,197,2,0,15,,,,Nigeria Centre for Disease Control 
6185,8/7/20,NGA,Nigéria,15,Osun,198,19,0,29,,,,Nigeria Centre for Disease Control 
6186,8/7/20,NGA,Nigéria,15,Ondo,199,35,0,3,,,,Nigeria Centre for Disease Control 
6187,8/7/20,NGA,Nigéria,15,Oyo,200,18,0,0,,,,Nigeria Centre for Disease Control 
6188,8/7/20,NGA,Nigéria,15,Plateau,201,103,0,31,,,,Nigeria Centre for Disease Control 
6189,8/7/20,NGA,Nigéria,15,Rivers,202,27,0,18,,,,Nigeria Centre for Disease Control 
6190,8/7/20,NGA,Nigéria,15,Sokoto,203,0,0,1,0,0,0,Nigeria Centre for Disease Control
6191,8/7/20,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
6192,8/7/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6193,8/7/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6194,8/7/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,180,263,0,Nigeria Centre for Disease Control
6195,8/8/20,NGA,Nigéria,15,Abia,170,19,0,0,,,,Nigeria Centre for Disease Control 
6196,8/8/20,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
6197,8/8/20,NGA,Nigéria,15,Akwa Ibom,172,1,0,26,,,,Nigeria Centre for Disease Control 
6198,8/8/20,NGA,Nigéria,15,Anambra,173,0,0,36,0,0,0,Nigeria Centre for Disease Control
6199,8/8/20,NGA,Nigéria,15,Bauchi,174,0,0,0,0,0,0,Nigeria Centre for Disease Control
6200,8/8/20,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
6201,8/8/20,NGA,Nigéria,15,Benue,176,53,2,45,,,,Nigeria Centre for Disease Control 
6202,8/8/20,NGA,Nigéria,15,Borno,177,30,0,0,,,,Nigeria Centre for Disease Control 
6203,8/8/20,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
6204,8/8/20,NGA,Nigéria,15,Delta,179,39,0,5,,,,Nigeria Centre for Disease Control 
6205,8/8/20,NGA,Nigéria,15,Ebonyi,180,13,0,0,,,,Nigeria Centre for Disease Control 
6206,8/8/20,NGA,Nigéria,15,Edo,181,9,0,10,,,,Nigeria Centre for Disease Control 
6207,8/8/20,NGA,Nigéria,15,Ekiti,182,2,0,0,,,,Nigeria Centre for Disease Control 
6208,8/8/20,NGA,Nigéria,15,Enugu,183,25,1,0,,,,Nigeria Centre for Disease Control 
6209,8/8/20,NGA,Nigéria,15,Federal Capital Territory,184,75,1,10,,,,Nigeria Centre for Disease Control 
6210,8/8/20,NGA,Nigéria,15,Gombe,185,3,0,29,,,,Nigeria Centre for Disease Control 
6211,8/8/20,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
6212,8/8/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6213,8/8/20,NGA,Nigéria,15,Kaduna,188,16,0,27,,,,Nigeria Centre for Disease Control 
6214,8/8/20,NGA,Nigéria,15,Kano,189,13,0,0,,,,Nigeria Centre for Disease Control 
6215,8/8/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6216,8/8/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6217,8/8/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6218,8/8/20,NGA,Nigéria,15,Kwara,193,7,0,63,,,,Nigeria Centre for Disease Control 
6219,8/8/20,NGA,Nigéria,15,Lagos,194,71,1,3,,,,Nigeria Centre for Disease Control 
6220,8/8/20,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
6221,8/8/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6222,8/8/20,NGA,Nigéria,15,Ogun,197,9,0,15,,,,Nigeria Centre for Disease Control 
6223,8/8/20,NGA,Nigéria,15,Osun,198,20,0,6,,,,Nigeria Centre for Disease Control 
6224,8/8/20,NGA,Nigéria,15,Ondo,199,6,1,100,,,,Nigeria Centre for Disease Control 
6225,8/8/20,NGA,Nigéria,15,Oyo,200,17,0,0,,,,Nigeria Centre for Disease Control 
6226,8/8/20,NGA,Nigéria,15,Plateau,201,24,0,0,,,,Nigeria Centre for Disease Control 
6227,8/8/20,NGA,Nigéria,15,Rivers,202,1,0,32,,,,Nigeria Centre for Disease Control 
6228,8/8/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6229,8/8/20,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
6230,8/8/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6231,8/8/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6232,8/8/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,264,189,0,Nigeria Centre for Disease Control
6233,8/9/20,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
6234,8/9/20,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
6235,8/9/20,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
6236,8/9/20,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
6237,8/9/20,NGA,Nigéria,15,Bauchi,174,1,0,2,,,,Nigeria Centre for Disease Control 
6238,8/9/20,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
6239,8/9/20,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
6240,8/9/20,NGA,Nigéria,15,Borno,177,6,0,0,,,,Nigeria Centre for Disease Control 
6241,8/9/20,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
6242,8/9/20,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
6243,8/9/20,NGA,Nigéria,15,Ebonyi,180,19,0,0,,,,Nigeria Centre for Disease Control 
6244,8/9/20,NGA,Nigéria,15,Edo,181,6,2,15,,,,Nigeria Centre for Disease Control 
6245,8/9/20,NGA,Nigéria,15,Ekiti,182,17,0,1,,,,Nigeria Centre for Disease Control 
6246,8/9/20,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
6247,8/9/20,NGA,Nigéria,15,Federal Capital Territory,184,91,0,6,,,,Nigeria Centre for Disease Control 
6248,8/9/20,NGA,Nigéria,15,Gombe,185,2,0,1,,,,Nigeria Centre for Disease Control 
6249,8/9/20,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
6250,8/9/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6251,8/9/20,NGA,Nigéria,15,Kaduna,188,32,0,1,,,,Nigeria Centre for Disease Control 
6252,8/9/20,NGA,Nigéria,15,Kano,189,4,0,5,,,,Nigeria Centre for Disease Control 
6253,8/9/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6254,8/9/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6255,8/9/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6256,8/9/20,NGA,Nigéria,15,Kwara,193,24,0,53,,,,Nigeria Centre for Disease Control 
6257,8/9/20,NGA,Nigéria,15,Lagos,194,107,0,0,,,,Nigeria Centre for Disease Control 
6258,8/9/20,NGA,Nigéria,15,Nasarawa,195,3,0,0,,,,Nigeria Centre for Disease Control 
6259,8/9/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6260,8/9/20,NGA,Nigéria,15,Ogun,197,30,0,1,,,,Nigeria Centre for Disease Control 
6261,8/9/20,NGA,Nigéria,15,Osun,198,3,0,6,,,,Nigeria Centre for Disease Control 
6262,8/9/20,NGA,Nigéria,15,Ondo,199,0,0,9,0,0,0,Nigeria Centre for Disease Control
6263,8/9/20,NGA,Nigéria,15,Oyo,200,8,0,0,,,,Nigeria Centre for Disease Control 
6264,8/9/20,NGA,Nigéria,15,Plateau,201,81,1,33,,,,Nigeria Centre for Disease Control 
6265,8/9/20,NGA,Nigéria,15,Rivers,202,0,0,9,0,0,0,Nigeria Centre for Disease Control
6266,8/9/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6267,8/9/20,NGA,Nigéria,15,Taraba,204,3,0,0,,,,Nigeria Centre for Disease Control 
6268,8/9/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6269,8/9/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6270,8/9/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,368,69,0,Nigeria Centre for Disease Control
6271,8/10/20,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
6272,8/10/20,NGA,Nigéria,15,Adamawa,171,0,0,4,0,0,0,Nigeria Centre for Disease Control
6273,8/10/20,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
6274,8/10/20,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
6275,8/10/20,NGA,Nigéria,15,Bauchi,174,0,0,0,0,0,0,Nigeria Centre for Disease Control
6276,8/10/20,NGA,Nigéria,15,Bayelsa,175,0,0,8,0,0,0,Nigeria Centre for Disease Control
6277,8/10/20,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
6278,8/10/20,NGA,Nigéria,15,Borno,177,2,1,7,,,,Nigeria Centre for Disease Control 
6279,8/10/20,NGA,Nigéria,15,Cross River,178,5,0,0,,,,Nigeria Centre for Disease Control 
6280,8/10/20,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
6281,8/10/20,NGA,Nigéria,15,Ebonyi,180,0,0,0,0,0,0,Nigeria Centre for Disease Control
6282,8/10/20,NGA,Nigéria,15,Edo,181,16,2,11,,,,Nigeria Centre for Disease Control 
6283,8/10/20,NGA,Nigéria,15,Ekiti,182,4,0,0,,,,Nigeria Centre for Disease Control 
6284,8/10/20,NGA,Nigéria,15,Enugu,183,9,0,15,,,,Nigeria Centre for Disease Control 
6285,8/10/20,NGA,Nigéria,15,Federal Capital Territory,184,18,0,45,,,,Nigeria Centre for Disease Control 
6286,8/10/20,NGA,Nigéria,15,Gombe,185,0,0,0,0,0,0,Nigeria Centre for Disease Control
6287,8/10/20,NGA,Nigéria,15,Imo,186,3,0,13,,,,Nigeria Centre for Disease Control 
6288,8/10/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6289,8/10/20,NGA,Nigéria,15,Kaduna,188,15,0,0,,,,Nigeria Centre for Disease Control 
6290,8/10/20,NGA,Nigéria,15,Kano,189,8,0,0,,,,Nigeria Centre for Disease Control 
6291,8/10/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6292,8/10/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6293,8/10/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6294,8/10/20,NGA,Nigéria,15,Kwara,193,8,0,1,,,,Nigeria Centre for Disease Control 
6295,8/10/20,NGA,Nigéria,15,Lagos,194,82,0,0,,,,Nigeria Centre for Disease Control 
6296,8/10/20,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
6297,8/10/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6298,8/10/20,NGA,Nigéria,15,Ogun,197,9,0,10,,,,Nigeria Centre for Disease Control 
6299,8/10/20,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
6300,8/10/20,NGA,Nigéria,15,Ondo,199,5,0,0,,,,Nigeria Centre for Disease Control 
6301,8/10/20,NGA,Nigéria,15,Oyo,200,19,0,21,,,,Nigeria Centre for Disease Control 
6302,8/10/20,NGA,Nigéria,15,Plateau,201,82,1,0,,,,Nigeria Centre for Disease Control 
6303,8/10/20,NGA,Nigéria,15,Rivers,202,5,1,25,,,,Nigeria Centre for Disease Control 
6304,8/10/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6305,8/10/20,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
6306,8/10/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6307,8/10/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6308,8/10/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,74,216,0,Nigeria Centre for Disease Control
6309,8/11/20,NGA,Nigéria,15,Abia,170,19,0,0,,,,Nigeria Centre for Disease Control 
6310,8/11/20,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
6311,8/11/20,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
6312,8/11/20,NGA,Nigéria,15,Anambra,173,14,0,0,,,,Nigeria Centre for Disease Control 
6313,8/11/20,NGA,Nigéria,15,Bauchi,174,1,0,2,,,,Nigeria Centre for Disease Control 
6314,8/11/20,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
6315,8/11/20,NGA,Nigéria,15,Benue,176,21,0,30,,,,Nigeria Centre for Disease Control 
6316,8/11/20,NGA,Nigéria,15,Borno,177,0,0,0,0,0,0,Nigeria Centre for Disease Control
6317,8/11/20,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
6318,8/11/20,NGA,Nigéria,15,Delta,179,17,1,21,,,,Nigeria Centre for Disease Control 
6319,8/11/20,NGA,Nigéria,15,Ebonyi,180,18,0,0,,,,Nigeria Centre for Disease Control 
6320,8/11/20,NGA,Nigéria,15,Edo,181,1,0,0,,,,Nigeria Centre for Disease Control 
6321,8/11/20,NGA,Nigéria,15,Ekiti,182,11,0,2,,,,Nigeria Centre for Disease Control 
6322,8/11/20,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
6323,8/11/20,NGA,Nigéria,15,Federal Capital Territory,184,40,0,9,,,,Nigeria Centre for Disease Control 
6324,8/11/20,NGA,Nigéria,15,Gombe,185,4,0,2,,,,Nigeria Centre for Disease Control 
6325,8/11/20,NGA,Nigéria,15,Imo,186,6,0,0,,,,Nigeria Centre for Disease Control 
6326,8/11/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6327,8/11/20,NGA,Nigéria,15,Kaduna,188,15,0,29,,,,Nigeria Centre for Disease Control 
6328,8/11/20,NGA,Nigéria,15,Kano,189,9,0,5,,,,Nigeria Centre for Disease Control 
6329,8/11/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6330,8/11/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6331,8/11/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6332,8/11/20,NGA,Nigéria,15,Kwara,193,17,1,89,,,,Nigeria Centre for Disease Control 
6333,8/11/20,NGA,Nigéria,15,Lagos,194,117,2,6,,,,Nigeria Centre for Disease Control 
6334,8/11/20,NGA,Nigéria,15,Nasarawa,195,1,0,0,,,,Nigeria Centre for Disease Control 
6335,8/11/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6336,8/11/20,NGA,Nigéria,15,Ogun,197,19,0,18,,,,Nigeria Centre for Disease Control 
6337,8/11/20,NGA,Nigéria,15,Osun,198,24,0,0,,,,Nigeria Centre for Disease Control 
6338,8/11/20,NGA,Nigéria,15,Ondo,199,35,0,4,,,,Nigeria Centre for Disease Control 
6339,8/11/20,NGA,Nigéria,15,Oyo,200,3,0,0,,,,Nigeria Centre for Disease Control 
6340,8/11/20,NGA,Nigéria,15,Plateau,201,0,1,0,0,0,0,Nigeria Centre for Disease Control
6341,8/11/20,NGA,Nigéria,15,Rivers,202,28,1,46,,,,Nigeria Centre for Disease Control 
6342,8/11/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6343,8/11/20,NGA,Nigéria,15,Taraba,204,3,0,0,,,,Nigeria Centre for Disease Control 
6344,8/11/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6345,8/11/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6346,8/11/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,251,172,0,Nigeria Centre for Disease Control
6347,8/12/20,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
6348,8/12/20,NGA,Nigéria,15,Adamawa,171,0,0,14,0,0,0,Nigeria Centre for Disease Control
6349,8/12/20,NGA,Nigéria,15,Akwa Ibom,172,6,0,10,,,,Nigeria Centre for Disease Control 
6350,8/12/20,NGA,Nigéria,15,Anambra,173,0,0,12,0,0,0,Nigeria Centre for Disease Control
6351,8/12/20,NGA,Nigéria,15,Bauchi,174,1,0,0,,,,Nigeria Centre for Disease Control 
6352,8/12/20,NGA,Nigéria,15,Bayelsa,175,0,0,5,0,0,0,Nigeria Centre for Disease Control
6353,8/12/20,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
6354,8/12/20,NGA,Nigéria,15,Borno,177,7,0,0,,,,Nigeria Centre for Disease Control 
6355,8/12/20,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
6356,8/12/20,NGA,Nigéria,15,Delta,179,8,0,0,,,,Nigeria Centre for Disease Control 
6357,8/12/20,NGA,Nigéria,15,Ebonyi,180,20,0,59,,,,Nigeria Centre for Disease Control 
6358,8/12/20,NGA,Nigéria,15,Edo,181,0,0,0,0,0,0,Nigeria Centre for Disease Control
6359,8/12/20,NGA,Nigéria,15,Ekiti,182,1,0,2,,,,Nigeria Centre for Disease Control 
6360,8/12/20,NGA,Nigéria,15,Enugu,183,55,0,100,,,,Nigeria Centre for Disease Control 
6361,8/12/20,NGA,Nigéria,15,Federal Capital Territory,184,72,0,6,,,,Nigeria Centre for Disease Control 
6362,8/12/20,NGA,Nigéria,15,Gombe,185,0,0,0,0,0,0,Nigeria Centre for Disease Control
6363,8/12/20,NGA,Nigéria,15,Imo,186,0,0,1,0,0,0,Nigeria Centre for Disease Control
6364,8/12/20,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
6365,8/12/20,NGA,Nigéria,15,Kaduna,188,38,0,63,,,,Nigeria Centre for Disease Control 
6366,8/12/20,NGA,Nigéria,15,Kano,189,1,0,0,,,,Nigeria Centre for Disease Control 
6367,8/12/20,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
6368,8/12/20,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
6369,8/12/20,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
6370,8/12/20,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
6371,8/12/20,NGA,Nigéria,15,Lagos,194,113,0,1,,,,Nigeria Centre for Disease Control 
6372,8/12/20,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
6373,8/12/20,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
6374,8/12/20,NGA,Nigéria,15,Ogun,197,9,0,3,,,,Nigeria Centre for Disease Control 
6375,8/12/20,NGA,Nigéria,15,Osun,198,26,0,0,,,,Nigeria Centre for Disease Control 
6376,8/12/20,NGA,Nigéria,15,Ondo,199,32,0,3,,,,Nigeria Centre for Disease Control 
6377,8/12/20,NGA,Nigéria,15,Oyo,200,5,0,5,,,,Nigeria Centre for Disease Control 
6378,8/12/20,NGA,Nigéria,15,Plateau,201,59,0,24,,,,Nigeria Centre for Disease Control 
6379,8/12/20,NGA,Nigéria,15,Rivers,202,0,0,26,0,0,0,Nigeria Centre for Disease Control
6380,8/12/20,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
6381,8/12/20,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
6382,8/12/20,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
6383,8/12/20,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
6384,8/12/20,NGA,Nigéria,15,Non spécifié,207,0,0,0,322,131,0,Nigeria Centre for Disease Control
6385,8/13/20,NGA,Nigéria,15,Abia,170,14,0,29,,,,Nigeria Centre for Disease Control 
6386,8/13/20,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
6387,8/13/20,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
6388,8/13/20,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
6389,8/13/20,NGA,Nigéria,15,Bauchi,174,1,0,3,,,,Nigeria Centre for Disease Control 
